Year Quarter Species.n Age M1 M2 M F Z N N.bar C.hat C.obs west weca Yield CWsum prop.landed propmat BIO SSB Lsea ration
1984 2 1 0 0 0 0.501684 0.0133463 0.51503 7.79944e+07 6.09558e+07 813534 0 0.00368394 0.00368394 0 0 1 0 287327 0 0 0 
1984 2 1 1 0 0 0.466168 0.0688092 0.534978 9.34815e+07 7.23975e+07 4.98161e+06 9.24129e+06 0.00732208 0.00732208 67665.4 67665.4 1 0.021 684479 14374.1 0 0 
1984 2 1 2 0 0 0.386275 0.255465 0.64174 1.45902e+06 1.0768e+06 275085 89838.4 0.0128095 0.0128095 1150.78 1150.78 1 0.801 18689.2 14970.1 0 0 
1984 2 1 3 0 0 0.336395 0.378481 0.714876 2.26346e+06 1.61714e+06 612056 566198 0.0168425 0.0168425 9536.16 9536.16 1 0.988 38122.1 37664.7 0 0 
1984 2 1 4 0 0 0.34811 0.378481 0.72659 102093 72565.6 27464.7 42957.7 0.0157961 0.0157961 678.564 678.564 1 1 1612.67 1612.67 0 0 
1985 1 1 1 0 0 0.384902 0.227911 0.612813 4.66003e+07 3.48411e+07 7.94069e+06 6.21684e+06 0.00507786 0.00507786 31568.3 31568.3 1 0.021 236630 4969.22 0 0 
1985 1 1 2 0 0 0.346352 0.846158 1.19251 5.47505e+07 3.19796e+07 2.70598e+07 3.13643e+07 0.00915445 0.00915445 287123 287123 1 0.801 501210 401469 0 0 
1985 1 1 3 0 0 0.29004 1.25361 1.54365 767991 391247 490472 1.98716e+06 0.0163999 0.0163999 32589.2 32589.2 1 0.988 12595 12443.9 0 0 
1985 1 1 4 0 0 0.264157 1.25361 1.51777 1.15677e+06 595088 746009 211484 0.0178896 0.0178896 3783.37 3783.37 1 1 20694.2 20694.2 0 0 
1985 2 1 0 0 0 0.515995 0.0143194 0.530314 5.27054e+08 4.09049e+08 5.85733e+06 8.52406e+06 0.0029841 0.0029841 25436.7 25436.7 1 0 1.57278e+06 0 0 0 
1985 2 1 1 0 0 0.468187 0.0738261 0.542013 2.52492e+07 1.94919e+07 1.43901e+06 1.35357e+06 0.00584444 0.00584444 7910.86 7910.86 1 0.021 147567 3098.91 0 0 
1985 2 1 2 0 0 0.384666 0.274091 0.658757 1.66145e+07 1.21693e+07 3.3355e+06 2.30521e+06 0.0106746 0.0106746 24607.2 24607.2 1 0.801 177354 142060 0 0 
1985 2 1 3 0 0 0.363462 0.406076 0.769538 164043 114424 46464.9 1.59487e+06 0.0128942 0.0128942 20564.6 20564.6 1 0.988 2115.2 2089.82 0 0 
1985 2 1 4 0 0 0.344414 0.406076 0.75049 253564 178347 72422.5 212744 0.0165975 0.0165975 3531.02 3531.02 1 1 4208.53 4208.53 0 0 
1986 1 1 1 0 0 0.375586 0.177358 0.552944 3.10129e+08 2.38227e+08 4.22514e+07 4.49397e+07 0.00529385 0.00529385 237904 237904 1 0.021 1.64178e+06 34477.3 0 0 
1986 1 1 2 0 0 0.342321 0.658469 1.00079 1.46843e+07 9.27919e+06 6.11007e+06 7.55329e+06 0.0117065 0.0117065 88422.5 88422.5 1 0.801 171902 137693 0 0 
1986 1 1 3 0 0 0.282014 0.975546 1.25756 8.59792e+06 4.89291e+06 4.77325e+06 1.65219e+06 0.0116861 0.0116861 19307.6 19307.6 1 0.988 100476 99270.2 0 0 
1986 1 1 4 0 0 0.267111 0.975546 1.24266 195706 112036 109296 30901.2 0.0135576 0.0135576 418.948 418.948 1 1 2653.31 2653.31 0 0 
1986 2 1 0 0 0 0.531211 0.00475867 0.53597 7.67226e+07 5.93916e+07 282625 87141.1 0.00298063 0.00298063 259.735 259.735 1 0 228681 0 0 0 
1986 2 1 1 0 0 0.477662 0.0245342 0.502196 1.78403e+08 1.40251e+08 3.44094e+06 4.16254e+06 0.00745594 0.00745594 31035.7 31035.7 1 0.021 1.33016e+06 27933.4 0 0 
1986 2 1 2 0 0 0.412134 0.0910871 0.503221 5.39779e+06 4.24146e+06 386343 227967 0.0126971 0.0126971 2894.52 2894.52 1 0.801 68536.1 54897.4 0 0 
